Video_ID,Question,Answer,Start_timestamp,End_timestamp
205,What is React Native?,React Native is a cross-platform mobile application development framework. It was also created by Facebook and it makes use of Javascript as the base language.,376,386
205,Explain the react native's architecture dependency on the javascript.,"React native's architecture heavily relies on Javascript runtime environment architecture also known as Javascript Bridge. The Javascript code is compiled into native code at runtime. React Native uses flux architecture from Facebook. In short, react Native uses Javascript Bridge to communicate with the Native modules.",403,423
205,What is the base feature of React Native?,Write once use everywhere is the base feature of React Native,438,442
205,Which framework has its base feature as write once use everywhere?,Write once use everywhere is the base feature of React Native.,438,442
205,Explain the live reload feature of React Native.,"The live reload feature is one of the best features that assists the developer while creating the application. Using live reload, you will be able to modify the code as well as see the modifications simultaneously.",491,502
205,Name some of the applications of React Native.,"React Native is used in mobile applications such as Instagram, Facebook, ads manager, Bloomberg, Airbnb, Ubereats.",547,556
205,Which is better between React and React Native with respect to template rendering.,Both React and React Native use jsx for the development of views or the templates but react is much better when it comes to styling your application's UI using CSS while React Native makes use of Native platform APIs.,591,605
205,Which one is better among React and React Native?,The answer to which one is better among the two depends on the type of project that you are creating. If you are focusing on creating the UI for a web application then React is what you need but if your project is going to be a mobile application then you can go with React Native.,624,639
205,Is React or React Native preferred for creating the UI for a web application?,If you are focusing on creating the UI for a web application then React is what you need,629,634
206,Who is an ethical hacker?,An ethical hacker also known as a white hat hacker is a computer security specialist who works to improve the security of an organization and ethical hacker hacks into an organization with the owner's permission to find out vulnerabilities before any hacker with malicious intent can find them.,63,81
206,What is the other name for ethical hacker?,An ethical hacker also known as a white hat hacker.,63,66
206,What are the responsibilities of an ethical hacker?,"Firstly he is responsible for protecting the privacy of the organization that they are working for, secondly he has to transparently report all the vulnerabilities and weaknesses they find in the system to the relevant people, third he has to inform vendors and suppliers about any weakness found in their Hardware or software that is being used by the organization or business.




",88,110
206,In which fields should a person who is trying to pursue ethical hacking as their career get a Bachelor's degree in?,Anybody trying to pursue ethical hacking as a career should definitely try getting a bachelor's degree in a field related to Information Technology computer science or cyber security.,129,139
206,How do most ethical hackers begin their career as?,Most ethical hackers begin their career as tech support Engineers.,174,178
206,What is the experince one gains while working for a company?,"When you are working for a company you get hands-on experience with security tools that are used at an enterprise level also people learn to work under pressure and think creatively too.
",188,198
206,"Besides technical knowledge, what are the other qualities required to be an ethical hacker?","An ethical hacker must be a creative thinker, ethical hackers have to predict and prevent cracking activities and this requires an out of the box approach for solutions to general problems as you have to stay one step ahead of a black hat hacker. Ethical hackers also need to be able to work under pressure with immaculate judgment and last but not least an ethical Hackle must be proficient at communicating the problems he finds to the corresponding departments.

",246,272
206,How much does a CEH certified ethical hacker earn per annum according to pay scale?,According to pay scale a CEH certified ethical hacker earns around 88 000 per annum.,328,334
206,Name a few noteworthy certifications other than CEH that prove your skill as an ethical hacker.,"There is the Sans giac certification, there's also the certified vulnerability assessor which is the CVA certification, there's also the C pen certification which stands for certified professional ethical hacker and also the cpte which stands for certified penetration Testing Engineer.
",342,359
206,What does CPTE stand for?,CPTE which stands for certified penetration Testing Engineer.,355,359
206,"Pertaining to which field, does CEH exam verify our knowledge?",CEH exam is a multiple choice exam which verifies your knowledge pertaining to the penetration testing structure and the tools used within that structure.,370,378
206,What is the first objective of CEH exam?,The first objective is to inform the public that credentialed individuals meet or exceed the minimum standards of ethical hacking.,418,426
206,What is sniffing?,Sniffing is the process of monitoring and capturing all the packets passing through a given network using sniffing tools it is a form of tapping phone wires and getting to know about the conversation happening over the network.,523,536
206,Why should an ethical hacker have an in-depth knowledge of the working of operating systems?,Ethical hackers have to deal with different kinds of operating systems on a daily basis with Linux being the daily driver. So it is obvious that an ethical hacker needs to have an in-depth knowledge of the working of operating systems in general. For example they need to know how to look for exploits in the in the buffer vulnerabilities.,555,574
206,What are the top secret intelligence gathering agencies an ethical hacker gets a chance to work at?,You also get a chance to work for the top secret intelligence gathering agencies like CIA Mossad and NSA.,710,716
207,What does a LAN comprise?,It comprises of cables gateways switches routers and additional parts that allow these devices to connect to private servers cloud services and other lands via larger Networks.,82,93
207,What are the benefits of a LAN?,"They may access and even control one another, exchange files, print to shared printers and utilize a single internet connection.",123,131
207,What is an IP address?,An IP address is a lengthy string of digits allocated to any device connected to a network that utilizes Internet Protocol as the communication medium.,161,169
207,What is a switch?,A network switch joints devices in a network such as computers printers wireless access funds and allows them to communicate with each other by exchanging data packets.,255,264
207,How can we differentiate between the devices usinng IP addresses and MAC addresses?,Based on the type of switches employed they can either differentiate between network devices using either the IP addresses or Mac addresses.,291,298
207,How can the local networks communicate with the other networks?,A router at the Forefront of every network setup to facilitate communication between foreign Networks. This router can then be used to connect to the Internet so we can communicate with the loved ones from the comfort of our own homes.,315,328
207,What is a router and explain its working?,The router is a physical or virtualized Internet working equipment that receives analyzes and transfers data packets across computer networks. The router checks and data packets destination IP address and utilizes headers and forwarding tables to determine the best path to transport the packet.,332,349
207,What is the IP address of a router called?,Network Gateway,399,403
207,What is subnet and how does it help?,All these IP addresses must belong to a particular range of addresses which are often known as the subnet or sub Network and which help determine the overall range of a local area network.,420,430
207,What is wide area network?,A collection of local area networks for any other networks that interact with one another. It is essentially a network of networks with internet serving as the world's biggest one.,490,500
207,What is Network Adress Translation also called?,Nat IP allocation,517,518
207,What is a network address translation?,A method of translating one IP address to another while these packets are in transit through a router.,519,526
207,What is a firewall?,A firewall is a type of network security device that analyzes the incoming and outgoing networking traffic and allows organized data packets depending on a set of security rules.,567,577
207,What does DMZ stand for?,A Demilitarized zone.,620,621
207,What is port forwarding?,A method of granting external devices access to computers on private networks. It accomplishes this by translating an external IP address and port to an internal IP address and port.,662,672
401,Which is the OSI Model's topmost layer?,Application Layer,77,79
401,What are Network Applications?,Computer applictions that uses internet,84,88
401,For Emails which protocol is used?,SMTP,141,144
401,What is data Compression?,Bit reduction process is called data Compression,184,188
401,What does a segment contain?,"It contains sequence number, port number and data unit",395,400
401,What is path determination?,Selecting the best path for data delivery from source to destination,660,671
401,What kind of protocol used by web browsers to do web surfing?,Chrome and firefox uses HTTP ans HTTPs application layer protocol for web surfing,101,105
401,what are the Network services whose basis are formed by application layer protocols?,"File transfer, Web Surfing, Emails, Virtual Terminals, etc",127,132
401,For Virtual Teminals which protocol is used?,Telenet,144,146
401,What are the parts covered by Transport layer,"Transport layer involves Segementation, flow control, error conrol, Connection oriented and connectionless transmission",536,543
402,Which is the most widely used protocol in web server club?,HTTP(Hyper Text Transfer Protocol),155,161
402,What is a web resource?,a document like an HTML document or a PDF Document or a Json Document or an XML file or any kind of document which is hosted by a web server,190,204
402,What is the use of FTP?,FTP Protocol is used for transferring files,149,153
402,What are the two types of Web Documents?,resource could be either static or dynamic,216,219
402,what is an example of Request-Response type of Protocol?,HTTP protocol is basically a request response protocol,353,357
402,What is a web server?,A web server is actually a network application running on some machine listening on a port,49,54
402,Web browsers are also known as?,the browser is actually called a web client or more formally a user agent,55,62
402,What is protocol?,In computer science when two applications are communicating they use same set of rules called protocols,118,128
402,How are the documents accessed by web client?,web client can access those documents through web servers.,207,213
402,What is a web app?,a web application is a piece of software which can be accessed from a browser,14,20
402,What is called a web application?,a web application is a piece of software which can be accessed from a browser,14,20
402,HTTP Protocol is also called as?,HTTP protocol is also called stateless protocol,442,446
404,What does VPN Stand for?,VPN stands for Virtual Private Network,17,20
404,What type of VPN is always active?,site-to-site vpn,110,112
404,What does Remote Access VPN do?,a remote access VPN Grants Access to the Corporate Network but only to one device,154,160
404,What are the Site-to-Site VPNs Configured on?,Site to site VPNs are typically configured either on a Router or a Firewall on both sites ,188,194
404,What is Popular Site-to-Site VPN type ?,A popular site to site VPN is IPSEC,195,198
404,TLS is used for which type of VPN?,TLS is usually used for Remote Access VPNs,400,403
404,when configuring remote access VPNs what do you need to decide?,when configuring remote access VPNs you need to decide if you want to use something called a Full tunnel or a Split tunnels,423,430
404,What is the Job of VPN?,Its job is to ensure the safe delivery of data across public networks,21,26
404,what is IPSEC?,"IPsec is a framework or set of rules for creating VPNs over network, it does not define any one way to create VPN but rather allow several protocols to be used for each VPN",198,212
404,where is IPsec used?,IPsec is often used for site-to-site VPNs but it can also be used for remote access VPNs as well,213,220
405,how does two computers connected via LAN Cable share data?,two computers connected via LAN Cable sharing data with help of  Network Interface Card,66,72
405,Which Alternative to TCP is widely used?,alternative to TCP is UDP,126,129
405,What does UDP Stands for?,"UDP, it stands for User Datagram Protocol",129,131
405,what is the feautre of TCP with respect to relaibility and speed?,TCP is Highly Reliable and Slow,135,137
405,what is the main difference between TCP and UDP,The main difference is that TCP is Highly Reliable and Slow whereas UDP is less reliable but generally faster,133,141
405,on what factors does signal generated by physical layer depends?,The signal generated by the physical layer depends on the type of media used to connect two devices,270,277
405,what are the Three Cables which is used in Ethernet Physical layer Protocol?,"if the protocol used is Ethernet then Twisted Pair Cable, Coaxial Cable and Fiber Optic Cable can be used for data transmission",288,296
405,what are the two responsibilities of MAC Sublayer?,The MAC sublayer is responsible for Data Encapsulation and Accessing the Media,325,330
405,what does a Trailer contain?,the trailer contains 4 bytes of Error Checking Data,342,344
405,what is the use of trailer,the trailer contains 4 bytes of Error Checking Data used to detect errors in the recieved ethernet frame,342,348
405,What is MAC Address?,it is a Unique 6 byte address embedded in Network interface card of a device by its manufacturer,350,357
405,what does LLC Sublayer offers?,it offers Flow Control and Error Control,412,415
405,what does a flow control do?,flow control is a technique that restricts the amount of data that a sender can send without overwhelming the reciever ,415,422
405,What does Error Control refer do?,Error control in data link layer primarily referes to Error Detection and Retransmission,448,453
406,What is the objective of multiprogramming?,"The objective of multiprogramming is to have some process running all the time, to maximize CPU Utilixation",45,52
406,WHat is the objective of time sharing?,The objective of time sharing is to switch CPU among processes so frequently that users can interact with each program while it is running,122,130
406,What does a process scheduler do?,it selects the available process from the set of available processes that we have for program execution on CPU,238,247
406,How many running process can a single process system have?,"for a single-processor system, there will never be more than one process running",303,306
406,how many kinds of scheduling queues do we have?,there are two kinds of queues,347,350
406,what are the two kinds of scheduling queues,there are two kinds of queues which are job queue and ready queue,347,352
406,What is a job queue?,"as process enters the system they are put ito a job queue , which consists of all process in the system",355,363
406,What is a ready queue?,the process that are residing in main memory and are ready ana waiting to execute are kept on in a list called the ready queue,392,400
406,where will the process goes when it needs to use some input/output devices,"It will go to the input/output waiting queue, where it will wait for input/output operation to occur, which is required by the particular process",574,584
406,What happens to the previously executing process when high priority process comes?,the process that was previously executing it will get swapped out and it goes to a list called the partially executed swapped-out processes,506,515
407,Why is complier used?,it helps to convert the program into machine code which is understandable by your machine,76,82
407,Where does operating system helps?,operating system will help in loading that executable program into the memory and allocate its resources and then the program will begin its execution,117,127
407,How does an operating system help?,operating system will help in loading that executable program into the memory and allocate its resources and then the program will begin its execution,117,127
407,What is a passive entity?,a program which is written and is ready fo execution but till that time it is just a passive entity,131,136
407,what is a process?,A process can be thought of as a program in execution,147,151
407,what is a thread?,a thread is the unit of execution within process,199,202
407,how many threads can a process have?,a process can have anywhere from just one thread to many threads,202,206
407,where can you see the processes which are in execution in your system?,"if you want to see the processes which are in execution in your system, you can see it by using your task manager in your windows",267,273
407,to which format should we convert the program?,machine code,78,80
407,What does it need for a program to execute?,for a program it needs some resources of the computer system,103,107
407,What does a program need to execute?,for a program it needs some resources of the computer system,103,107
407,Who allocates the resources in a computer system?,it is the operating system,110,115
407,How is a complier helpful?,it helps to convert the program into machine code which is understandable by your machine,76,82
407,What is a compiler?,it helps to convert the program into machine code which is understandable by your machine,76,82
